Week,Date,Close Price,Volume,,,,,,
1,2019/2/9,536.57556,11.029B,,,,,,
5,08/30/2019,530.91315,9.67B,,,,,,
4,08/29/2019,530.50415,8.408B,,,,,,
3,08/28/2019,530.68689,8.875B,,,,,,
2,08/27/2019,532.92926,12.473B,,,,,,
1,08/26/2019,526.60498,9.386B,,,,,,
5,08/23/2019,538.45319,8.795B,,,,,,
4,08/22/2019,535.52606,8.581B,,,,,,
3,08/21/2019,535.42468,8.23B,,,,,,
2,08/20/2019,536.46033,10.86B,,,,,,
1,08/19/2019,537.6828,13.933B,,,,,,
5,08/16/2019,526.84814,8.832B,,,,,,
4,08/15/2019,525.16351,8.86B,,,,,,
3,08/14/2019,524.2301,9.12B,,,,,,
2,08/13/2019,520.44452,7.65B,,,,,,
1,2019/12/8,524.08612,8.208B,,,,,,
5,2019/9/8,514.48938,8.53B,,,,,,
4,2019/8/8,520.82184,8.846B,,,,,,
3,2019/7/8,512.93604,8.424B,,,,,,
2,2019/6/8,517.52374,12.983B,,,,,,
1,2019/5/8,521.32245,10.133B,,,,,,
5,2019/2/8,539.96112,10.834B,,,,,,
4,2019/1/8,551.33124,8.411B,,,,,,
3,07/31/2019,557.12488,8.215B,,,,,,
2,07/30/2019,562.17853,9.412B,,,,,,
1,07/29/2019,559.12482,8.481B,,,,,,
5,07/26/2019,560.90375,8.326B,,,,,,
4,07/25/2019,560.35065,9.374B,,,,,,
3,07/24/2019,555.82227,9.094B,,,,,,
2,07/23/2019,550.91565,7.131B,,,,,,
1,07/22/2019,549.57538,9.21B,,,,,,
5,07/19/2019,553.36194,8.809B,,,,,,
4,07/18/2019,547.72491,8.75B,,,,,,
3,07/17/2019,553.50653,9.518B,,,,,,
2,07/16/2019,553.61823,8.073B,,,,,,
1,07/15/2019,556.0191,10.121B,,,,,,
5,2019/12/7,553.53027,7.547B,,,,,,
4,2019/11/7,550.96228,7.531B,,,,,,
3,2019/10/7,550.95068,7.283B,,,,,,
2,2019/9/7,550.53485,7.484B,,,,,,
1,2019/8/7,552.57849,10.954B,,,,,,
5,2019/5/7,564.75598,7.401B,,,,,,
4,2019/4/7,563.64722,9.934B,,,,,,
3,2019/3/7,565.82196,11.199B,,,,,,
2,2019/2/7,572.84576,13.186B,,,,,,
1,2019/1/7,574.42847,15.837B,,,,,,
5,06/28/2019,557.11353,8.477B,,,,,,
4,06/27/2019,557.62122,10.532B,,,,,,
3,06/26/2019,551.49359,8.182B,,,,,,
2,06/25/2019,552.53204,12.408B,,,,,,
1,06/24/2019,558.56708,10.008B,,,,,,
5,06/21/2019,558.0777,15.364B,,,,,,
4,06/20/2019,558.75275,16.887B,,,,,,
3,06/19/2019,538.25311,12.56B,,,,,,
2,06/18/2019,531.28473,7.069B,,,,,,
1,06/17/2019,527.71143,7.298B,,,,,,
5,06/14/2019,527.75,10.182B,,,,,,
4,06/13/2019,532.44043,9.633B,,,,,,
3,2019/12/6,533.565,11.918B,,,,,,
2,2019/11/6,538.13641,14.348B,,,,,,
1,2019/10/6,520.95563,9.238B,,,,,,
4,2019/6/6,515.87238,8.553B,,,,,,
3,2019/5/6,520.63293,8.864B,,,,,,
2,2019/4/6,520.89038,8.71B,,,,,,
1,2019/3/6,526.08899,10.072B,,,,,,
5,05/31/2019,525.66785,8.922B,,,,,,
4,05/30/2019,527.56244,9.42B,,,,,,
3,05/29/2019,529.89545,9.336B,,,,,,
2,05/28/2019,531.42603,11.789B,,,,,,
1,05/27/2019,527.26758,10.883B,,,,,,
5,05/24/2019,520.84198,8.093B,,,,,,
4,05/23/2019,518.62531,9.99B,,,,,,
3,05/22/2019,528.42084,9.835B,,,,,,
2,05/21/2019,531.23975,11.102B,,,,,,
1,05/20/2019,523.3847,10.896B,,,,,,
5,05/17/2019,527.38428,12.845B,,,,,,
4,05/16/2019,543.88025,11.626B,,,,,,
3,05/15/2019,542.03577,11.016B,,,,,,
2,05/14/2019,530.13422,10.231B,,,,,,
1,05/13/2019,533.37683,10.339B,,,,,,
5,2019/10/5,546.65833,14.8B,,,,,,
4,2019/9/5,527.23547,10.104B,,,,,,
3,2019/8/5,540.69171,11.287B,,,,,,
2,2019/7/5,549.02209,13.285B,,,,,,
1,2019/6/5,544.69104,19.747B,,,,,,
2,04/30/2019,581.0434,11.623B,,,,,,
1,04/29/2019,579.22601,15.387B,,,,,,
5,04/26/2019,577.92694,14.201B,,,,,,
4,04/25/2019,584.57031,15.972B,,,,,,
3,04/24/2019,599.54608,14.55B,,,,,,
2,04/23/2019,597.54156,15.561B,,,,,,
1,04/22/2019,599.76324,18.935B,,,,,,
5,04/19/2019,614.61249,15.079B,,,,,,
4,04/18/2019,606.94879,14.656B,,,,,,
3,04/17/2019,611.11212,18.037B,,,,,,
2,04/16/2019,608.71088,20.204B,,,,,,
1,04/15/2019,592.59229,18.265B,,,,,,
5,2019/12/4,594.94299,13.586B,,,,,,
4,2019/11/4,594.93079,16.905B,,,,,,
3,2019/10/4,608.36603,19.469B,,,,,,
2,2019/9/4,607.20374,18.296B,,,,,,
1,2019/8/4,604.06891,26.751B,,,,,,
4,2019/4/4,604.74164,26.041B,,,,,,
3,2019/3/4,599.30206,23.192B,,,,,,
2,2019/2/4,590.67499,22.6B,,,,,,
1,2019/1/4,592.1073,27.138B,,,,,,
5,03/29/2019,576.91943,21.564B,,,,,,
4,03/28/2019,553.25641,13.327B,,,,,,
3,03/27/2019,556.46387,13.876B,,,,,,
2,03/26/2019,551.01312,17.305B,,,,,,
1,03/25/2019,557.84796,19.859B,,,,,,
5,03/22/2019,570.66748,17.136B,,,,,,
4,03/21/2019,572.81561,19.631B,,,,,,
3,03/20/2019,572.92407,17.563B,,,,,,
2,03/19/2019,571.21875,18.173B,,,,,,
1,03/18/2019,573.76593,21.693B,,,,,,
5,03/15/2019,557.83197,17.517B,,,,,,
4,03/14/2019,550.13251,19.082B,,,,,,
3,03/13/2019,555.26141,23.368B,,,,,,
2,2019/12/3,559.7818,27.493B,,,,,,
1,2019/11/3,554.52399,23.091B,,,,,,
5,2019/8/3,544.15302,31.799B,,,,,,
4,2019/7/3,567.22363,32.985B,,,,,,
3,2019/6/3,573.35767,31.808B,,,,,,
2,2019/5/3,568.92584,23.085B,,,,,,
1,2019/4/3,565.68469,32.349B,,,,,,
5,2019/1/3,559.12469,20.471B,,,,,,
4,02/28/2019,548.18262,18.481B,,,,,,
3,02/27/2019,550.06458,28.624B,,,,,,
2,02/26/2019,549.93793,35.804B,,,,,,
1,02/25/2019,557.5213,34.256B,,,,,,
5,02/22/2019,524.2796,18.724B,,,,,,
4,02/21/2019,512.13214,18.014B,,,,,,
3,02/20/2019,513.6261,14.739B,,,,,,
2,02/19/2019,508.93069,17.908B,,,,,,
1,02/18/2019,509.22089,18.289B,,,,,,
5,02/15/2019,492.93604,14.367B,,,,,,
4,02/14/2019,502.37592,15.113B,,,,,,
3,02/13/2019,502.49664,16.383B,,,,,,
2,2019/12/2,491.64944,12.223B,,,,,,
1,2019/11/2,486.78995,9.882B,,,,,,
5,2019/1/2,481.45963,8.202B,,,,,,
4,01/31/2019,477.82715,8.625B,,,,,,
3,01/30/2019,471.74615,6.375B,,,,,,
2,01/29/2019,474.38251,7.766B,,,,,,
1,01/28/2019,472.00647,8.262B,,,,,,
5,01/25/2019,471.86407,8.397B,,,,,,
4,01/24/2019,465.30682,7.293B,,,,,,
3,01/23/2019,462.47043,5.987B,,,,,,
2,01/22/2019,461.71609,7.299B,,,,,,
1,01/21/2019,468.59991,9.392B,,,,,,
5,01/18/2019,467.36502,10.396B,,,,,,
4,01/17/2019,459.16843,8.017B,,,,,,
3,01/16/2019,462.98956,8.021B,,,,,,
2,01/15/2019,462.65198,8.877B,,,,,,
1,01/14/2019,453.27109,6.612B,,,,,,
5,2019/11/1,457.6246,7.179B,,,,,,
4,2019/10/1,452.63107,8.527B,,,,,,
3,2019/9/1,451.52185,10.736B,,,,,,
2,2019/8/1,444.71255,8.617B,,,,,,
1,2019/7/1,445.81857,10.116B,,,,,,
5,2019/4/1,441.93521,10.332B,,,,,,
4,2019/3/1,431.43802,7.087B,,,,,,
3,2019/2/1,432.74435,6.866B,,,,,,
5,12/28/2018,437.70956,7.105B,,,,,,
4,12/27/2018,435.53378,8.054B,,,,,,
3,12/26/2018,435.99976,5.565B,,,,,,
2,12/25/2018,438.09988,7.869B,,,,,,
1,12/24/2018,440.37601,5.73B,,,,,,
5,12/21/2018,438.62958,7.676B,,,,,,
4,12/20/2018,445.50876,6.975B,,,,,,
3,12/19/2018,448.56122,5.552B,,,,,,
2,12/18/2018,453.71744,6.382B,,,,,,
1,12/17/2018,458.33047,6.65B,,,,,,
5,12/14/2018,458.32288,8.43B,,,,,,
4,12/13/2018,467.86288,9.044B,,,,,,
3,2018/12/12,460.84433,5.331B,,,,,,
2,2018/11/12,457.97754,5.322B,,,,,,
1,2018/10/12,454.9386,6.344B,,,,,,
5,2018/7/12,462.81274,5.336B,,,,,,
4,2018/6/12,462.26434,7.633B,,,,,,
3,2018/5/12,474.27429,7.615B,,,,,,
2,2018/4/12,477.94485,7.942B,,,,,,
1,2018/3/12,473.74118,12.149B,,,,,,
5,11/30/2018,455.90521,7.092B,,,,,,
4,11/29/2018,451.92267,8.05B,,,,,,
3,11/28/2018,457.14389,7.488B,,,,,,
2,11/27/2018,451.2912,5.541B,,,,,,
1,11/26/2018,452.57651,5.938B,,,,,,
5,11/23/2018,452.39621,8.464B,,,,,,
4,11/22/2018,463.70847,6.51B,,,,,,
3,11/21/2018,465.77817,8.412B,,,,,,
2,11/20/2018,463.36697,10.936B,,,,,,
1,11/19/2018,474.58987,11.596B,,,,,,
5,11/16/2018,469.5408,12.688B,,,,,,
4,11/15/2018,467.26117,9.856B,,,,,,
3,11/14/2018,461.10971,11.381B,,,,,,
2,11/13/2018,465.40189,12.649B,,,,,,
1,2018/12/11,460.26407,8.806B,,,,,,
5,2018/9/11,455.29532,8.428B,,,,,,
4,2018/8/11,463.31625,7.641B,,,,,,
3,2018/7/11,465.59393,9.162B,,,,,,
2,2018/6/11,468.69717,8.387B,,,,,,
1,2018/5/11,471.1131,10.971B,,,,,,
5,2018/2/11,477.47696,15.347B,,,,,,
4,2018/1/11,458.86362,13.265B,,,,,,
3,10/31/2018,452.10916,11.121B,,,,,,
2,10/30/2018,446.40823,11.607B,,,,,,
1,10/29/2018,441.96109,9.184B,,,,,,
5,10/26/2018,457.06561,10.13B,,,,,,
4,10/25/2018,459.68542,10.695B,,,,,,
3,10/24/2018,459.13046,11.091B,,,,,,
2,10/23/2018,458.81268,12.101B,,,,,,
1,10/22/2018,470.71896,14.586B,,,,,,
5,10/19/2018,452.39926,9.884B,,,,,,
4,10/18/2018,438.81232,7.377B,,,,,,
3,10/17/2018,450.12573,7.684B,,,,,,
2,10/16/2018,448.64276,6.889B,,,,,,
1,10/15/2018,451.99536,6.961B,,,,,,
5,2018/12/10,458.05179,9.861B,,,,,,
4,2018/11/10,453.43387,12.094B,,,,,,
3,2018/10/10,473.92487,6.449B,,,,,,
2,2018/9/10,475.05215,6.672B,,,,,,
1,2018/8/10,474.82922,9.789B,,,,,,
5,09/28/2018,500.62817,8.438B,,,,,,
4,09/27/2018,493.96832,6.977B,,,,,,
3,09/26/2018,496.23041,9.317B,,,,,,
2,09/25/2018,491.82968,6.905B,,,,,,
5,09/21/2018,496.97427,10.842B,,,,,,
4,09/20/2018,482.93396,6.456B,,,,,,
3,09/19/2018,483.11557,8.917B,,,,,,
2,09/18/2018,475.36014,7.043B,,,,,,
1,09/17/2018,466.01456,5.226B,,,,,,
5,09/14/2018,471.72769,6.013B,,,,,,
4,09/13/2018,471.76825,6.729B,,,,,,
3,2018/12/9,465.96524,5.463B,,,,,,
2,2018/11/9,468.34274,5.849B,,,,,,
1,2018/10/9,470.677,6.382B,,,,,,
5,2018/7/9,477.86032,6.395B,,,,,,
4,2018/6/9,477.16193,6.23B,,,,,,
3,2018/5/9,482.40298,6.43B,,,,,,
2,2018/4/9,490.9295,6.709B,,,,,,
1,2018/3/9,486.44345,6.643B,,,,,,
5,08/31/2018,487.59326,7.621B,,,,,,
4,08/30/2018,489.31082,6.839B,,,,,,
3,08/29/2018,495.46069,6.702B,,,,,,
2,08/28/2018,499.15881,7.545B,,,,,,
1,08/27/2018,499.095,9.427B,,,,,,
5,08/24/2018,487.27069,6.377B,,,,,,
4,08/23/2018,480.73123,6.111B,,,,,,
3,08/22/2018,483.05417,5.079B,,,,,,
2,08/21/2018,485.36584,7.521B,,,,,,
1,08/20/2018,476.38663,7.09B,,,,,,
5,08/17/2018,469.58533,6.74B,,,,,,
4,08/16/2018,476.08868,7.655B,,,,,,
3,08/15/2018,474.70383,6.817B,,,,,,
2,08/14/2018,489.09039,6.065B,,,,,,
1,08/13/2018,491.38269,7.619B,,,,,,
5,2018/10/8,496.49597,6.897B,,,,,,
4,2018/9/8,497.64618,9.196B,,,,,,
3,2018/8/8,484.44263,7.928B,,,,,,
2,2018/7/8,492.66876,9.178B,,,,,,
1,2018/6/8,477.32745,7.798B,,,,,,
5,2018/3/8,484.05374,7.08B,,,,,,
4,2018/2/8,492.62845,10.131B,,,,,,
3,2018/1/8,504.70508,9.035B,,,,,,
2,07/31/2018,515.61157,6.798B,,,,,,
1,07/30/2018,515.7478,8.212B,,,,,,
5,07/27/2018,516.78632,7.018B,,,,,,
4,07/26/2018,520.5874,9.035B,,,,,,
3,07/25/2018,528.49493,9.676B,,,,,,
2,07/24/2018,527.35742,15.691B,,,,,,
1,07/23/2018,518.59943,11.904B,,,,,,
5,07/20/2018,515.5639,10.198B,,,,,,
4,07/19/2018,503.76062,6.848B,,,,,,
3,07/18/2018,506.18442,6.653B,,,,,,
2,07/17/2018,515.20923,6.198B,,,,,,
1,07/16/2018,519.96014,6.828B,,,,,,
5,07/13/2018,519.05811,7.296B,,,,,,
4,2018/12/7,523.36475,9.635B,,,,,,
3,2018/11/7,510.78217,7.204B,,,,,,
2,2018/10/7,519.79791,6.955B,,,,,,
1,2018/9/7,522.59851,7.66B,,,,,,
5,2018/6/7,506.5744,8.61B,,,,,,
4,2018/5/7,502.90207,8.159B,,,,,,
3,2018/4/7,506.71814,7.516B,,,,,,
2,2018/3/7,514.08063,9.528B,,,,,,
1,2018/2/7,509.03882,8.435B,,,,,,
5,06/29/2018,530.04803,7.726B,,,,,,
4,06/28/2018,516.5246,7.592B,,,,,,
3,06/27/2018,525.25275,8.149B,,,,,,
2,06/26/2018,536.70013,8.499B,,,,,,
1,06/25/2018,542.69788,7.988B,,,,,,
5,06/22/2018,554.159,7.512B,,,,,,
4,06/21/2018,552.26257,9.391B,,,,,,
3,06/20/2018,560.28174,8.672B,,,,,,
2,06/19/2018,559.49646,16.071B,,,,,,
5,06/15/2018,584.39215,8.549B,,,,,,
4,06/14/2018,589.86481,6.847B,,,,,,
3,06/13/2018,590.89392,6.638B,,,,,,
2,2018/12/6,598.4223,7.321B,,,,,,
1,2018/11/6,591.29663,6.871B,,,,,,
5,2018/8/6,590.02106,8.334B,,,,,,
4,2018/7/6,599.6076,8.026B,,,,,,
3,2018/6/6,599.57672,7.312B,,,,,,
2,2018/5/6,600.01495,7.869B,,,,,,
1,2018/4/6,594.68317,7.662B,,,,,,
5,2018/1/6,587.28259,7.782B,,,,,,
4,05/31/2018,593.15735,9.267B,,,,,,
3,05/30/2018,581.96783,8.791B,,,,,,
2,05/29/2018,592.3587,8.155B,,,,,,
1,05/28/2018,599.01239,7.152B,,,,,,
5,05/25/2018,597.84113,7.084B,,,,,,
4,05/24/2018,598.47955,6.835B,,,,,,
3,05/23/2018,601.54547,8.372B,,,,,,
2,05/22/2018,612.00891,7.537B,,,,,,
1,05/21/2018,612.79938,9.264B,,,,,,
5,05/18/2018,611.33435,7.261B,,,,,,
4,05/17/2018,606.87769,5.903B,,,,,,
3,05/16/2018,610.97766,7.191B,,,,,,
2,05/15/2018,612.78589,7.605B,,,,,,
1,05/14/2018,616.68555,8.198B,,,,,,
5,2018/11/5,611.4267,7.336B,,,,,,
4,2018/10/5,613.15692,7.067B,,,,,,
3,2018/9/5,608.51489,6.671B,,,,,,
2,2018/8/5,608.83057,9.422B,,,,,,
1,2018/7/5,602.21588,8.729B,,,,,,
5,2018/4/5,593.2384,7.155B,,,,,,
4,2018/3/5,596.97498,9.396B,,,,,,
3,2018/2/5,591.53571,8.33B,,,,,,
5,04/27/2018,592.80096,8.953B,,,,,,
4,04/26/2018,592.36792,8.715B,,,,,,
3,04/25/2018,604.21057,7.817B,,,,,,
2,04/24/2018,605.31201,11.422B,,,,,,
1,04/23/2018,596.21124,9.036B,,,,,,
5,04/20/2018,597.29279,9.928B,,,,,,
4,04/19/2018,607.06836,9.905B,,,,,,
3,04/18/2018,600.26172,10.668B,,,,,,
2,04/17/2018,594.80524,9.061B,,,,,,
1,04/16/2018,605.1001,9.922B,,,,,,
5,04/13/2018,615.7085,7.154B,,,,,,
4,2018/12/4,618.57568,8.27B,,,,,,
3,2018/11/4,628.84717,11.193B,,,,,,
2,2018/10/4,623.53894,10.617B,,,,,,
1,2018/9/4,610.22968,8.411B,,,,,,
3,2018/4/4,610.42963,8.873B,,,,,,
2,2018/3/4,612.95569,9.514B,,,,,,
1,2018/2/4,618.8869,11.124B,,,,,,
5,03/30/2018,619.99011,9.751B,,,,,,
4,03/29/2018,617.75995,11.663B,,,,,,
3,03/28/2018,610.69165,10.149B,,,,,,
2,03/27/2018,621.57806,11.37B,,,,,,
1,03/26/2018,616.96265,11.514B,,,,,,
5,03/23/2018,618.29028,18.008B,,,,,,
