Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01,23763.339844,23944.740234,22445.339844,23020.269531,23020.269531,29040943000
2013-03-01,22957.089844,23262.019531,21975.900391,22299.630859,22299.630859,36448798500
2013-04-01,22299.630859,22862.689453,21423.250000,22737.009766,22737.009766,31954683500
2013-05-01,22737.009766,23512.419922,22290.720703,22392.160156,22392.160156,34131693700
2013-06-01,22301.679688,22564.179688,19426.359375,20803.289063,20803.289063,43148726200
2013-07-01,20803.289063,22070.140625,20119.560547,21883.660156,21883.660156,33308641600
2013-08-01,22025.750000,22695.990234,21465.720703,21731.369141,21731.369141,31016927300
2013-09-01,21948.720703,23554.339844,21948.720703,22859.859375,22859.859375,36578097600
2013-10-01,22997.210938,23534.669922,22640.179688,23206.369141,23206.369141,28707389800
2013-11-01,23208.800781,24014.810547,22463.400391,23881.289063,23881.289063,33822297200
2013-12-01,23936.150391,24111.550781,22713.699219,23306.390625,23306.390625,27164907400
2014-01-01,23452.759766,23469.330078,21746.230469,22035.419922,22035.419922,35121934700
2014-02-01,21561.699219,22986.699219,21197.779297,22836.960938,22836.960938,32344157800
2014-03-01,22630.769531,22839.429688,21137.609375,22151.060547,22151.060547,36242166400
2014-04-01,22292.320313,23224.539063,22096.949219,22133.970703,22133.970703,32007331400
2014-05-01,22194.660156,23209.259766,21680.330078,23081.650391,23081.650391,27871344900
2014-06-01,23327.509766,23397.769531,22802.099609,23190.720703,23190.720703,28091330000
2014-07-01,23326.529297,24912.220703,23126.679688,24756.849609,24756.849609,31713818500
2014-08-01,24594.230469,25243.160156,24190.929688,24742.060547,24742.060547,28096857700
2014-09-01,24703.740234,25362.980469,22855.039063,22932.980469,22932.980469,35257327100
2014-10-01,22691.589844,24046.400391,22565.599609,23998.060547,23998.060547,32384709800
2014-11-01,24133.449219,24313.060547,23252.630859,23987.449219,23987.449219,37102592000
2014-12-01,23678.000000,24189.589844,22529.750000,23605.039063,23605.039063,53307609500
2015-01-01,23699.199219,24995.080078,23312.500000,24507.050781,24507.050781,39442104700
2015-02-01,24347.269531,25101.960938,24226.289063,24823.289063,24823.289063,24655757500
2015-03-01,24996.759766,25113.199219,23677.060547,24900.890625,24900.890625,36587953000
2015-04-01,24955.199219,28588.519531,24926.109375,28133.000000,28133.000000,58920380800
2015-05-01,28289.140625,28524.599609,27191.029297,27424.189453,27424.189453,36888421300
2015-06-01,27373.060547,27854.740234,25617.779297,26250.029297,26250.029297,44649024000
2015-07-01,26459.429688,26459.429688,22836.820313,24636.279297,24636.279297,46504063100
2015-08-01,24533.140625,24924.070313,20865.259766,21670.580078,21670.580078,41879353100
2015-09-01,21692.779297,22228.589844,20368.119141,20846.300781,20846.300781,40309679200
2015-10-01,21172.939453,23423.640625,21130.109375,22640.039063,22640.039063,34315908200
2015-11-01,22502.279297,23342.070313,21907.349609,21996.419922,21996.419922,34484662600
2015-12-01,22197.810547,22563.470703,21010.259766,21914.400391,21914.400391,29502918600
2016-01-01,21782.619141,21794.839844,18534.300781,19683.109375,19683.109375,40565390400
2016-02-01,19770.960938,19770.960938,18278.800781,19111.929688,19111.929688,28652196000
2016-03-01,19259.990234,20872.550781,19108.300781,20776.699219,20776.699219,34067509300
2016-04-01,20786.179688,21654.070313,20045.470703,21067.050781,21067.050781,32340640800
2016-05-01,21061.769531,21061.769531,19594.609375,20815.089844,20815.089844,32345943100
2016-06-01,20726.529297,21352.369141,19662.699219,20794.369141,20794.369141,39021655300
2016-07-01,20967.470703,22300.509766,20304.390625,21891.369141,21891.369141,31713817500
2016-08-01,22027.650391,23193.900391,21725.380859,22976.880859,22976.880859,38561200800
2016-09-01,22897.160156,24364.000000,22843.419922,23297.150391,23297.150391,39728207400
2016-10-01,23652.830078,24064.500000,22775.289063,22934.539063,22934.539063,26308577200
2016-11-01,23015.060547,23268.050781,21957.710938,22789.769531,22789.769531,34929744700
2016-12-01,22948.650391,23076.240234,21488.820313,22000.560547,22000.560547,35336630000
2017-01-01,21993.359375,23397.089844,21883.820313,23360.779297,23360.779297,25822815800
2017-02-01,23211.880859,24216.529297,22997.460938,23740.730469,23740.730469,41223714800
2017-03-01,23849.220703,24656.650391,23438.859375,24111.589844,24111.589844,42389134200
2017-04-01,24236.560547,24717.439453,23723.869141,24615.130859,24615.130859,27864260500
2017-05-01,24773.800781,25817.949219,24358.720703,25660.650391,25660.650391,33998951700
2017-06-01,25736.349609,26090.330078,25557.800781,25764.580078,25764.580078,35906269800
2017-07-01,25654.769531,27324.380859,25199.859375,27323.990234,27323.990234,37177052800
2017-08-01,27326.039063,28127.900391,26863.710938,27970.300781,27970.300781,47152524300
2017-09-01,28015.220703,28248.119141,27300.369141,27554.300781,27554.300781,34006627000
2017-10-01,27884.210938,28798.779297,27737.380859,28245.539063,28245.539063,36453138400
2017-11-01,28387.550781,30199.689453,28137.769531,29018.759766,29018.759766,59120307300
2017-12-01,29261.310547,29997.960938,28134.929688,29919.150391,29919.150391,33816384100
2018-01-01,30028.289063,33484.078125,30028.289063,32887.269531,32887.269531,65422943900
2018-02-01,32950.300781,33048.039063,29129.259766,30844.720703,30844.720703,51985739100
2018-03-01,30476.990234,31978.140625,29819.630859,30093.380859,30093.380859,44458615200
2018-04-01,29927.880859,31094.109375,29518.689453,30808.449219,30808.449219,36664725100
2018-05-01,30782.210938,31592.560547,29791.869141,30468.560547,30468.560547,37856201400
2018-06-01,30548.779297,31521.130859,28169.099609,28955.109375,28955.109375,42599949800
2018-07-01,28617.000000,29083.400391,27745.849609,28583.009766,28583.009766,37645679300
2018-08-01,28756.720703,28772.800781,26871.109375,27888.550781,27888.550781,37508015600
2018-09-01,27809.449219,28031.810547,26219.560547,27788.519531,27788.519531,35529393300
2018-10-01,27716.160156,27716.160156,24540.630859,24979.689453,24979.689453,41220417100
2018-11-01,25228.750000,26923.330078,25092.300781,26506.750000,26506.750000,34971908500
2018-12-01,27185.660156,27260.439453,25313.750000,25845.699219,25845.699219,29876011600
2019-01-01,25824.439453,28010.900391,24896.869141,27942.470703,27942.470703,38581138000
2019-02-01,28193.279297,29014.189453,27534.199219,28633.179688,28633.179688,31422096300
2019-03-01,28716.599609,29486.150391,28201.089844,29051.359375,29051.359375,37078471100
2019-04-01,29383.720703,30280.119141,29383.720703,29699.109375,29699.109375,35432393100
2019-05-01,29643.050781,30081.550781,26850.269531,26901.089844,26901.089844,44724478400
2019-06-01,26909.710938,28634.480469,26671.900391,28542.619141,28542.619141,33476138400
2019-07-01,28904.039063,29007.980469,27701.439453,27777.750000,27777.750000,25833237300
2019-08-01,27582.210938,27754.039063,24899.929688,25724.730469,25724.730469,41903210600
2019-09-01,25627.830078,27366.449219,25498.109375,26092.269531,26092.269531,34931280900
2019-10-01,25901.470703,27027.560547,25521.949219,26906.720703,26906.720703,31528918300
2019-11-01,26806.439453,27900.800781,26203.970703,26346.490234,26346.490234,31935674700
2019-12-01,26475.339844,28418.650391,25995.150391,28189.750000,28189.750000,26545016200
