Date,Open,High,Low,Close,Adj Close,Volume
2011-01-28,23763.740234,23922.740234,23285.599609,23908.960938,23908.960938,5914794200
2011-02-04,23981.740234,23981.740234,22668.019531,22708.619141,22708.619141,7931655400
2011-02-11,22752.550781,23320.429688,22446.669922,23301.839844,23301.839844,7648213000
2011-02-18,23342.669922,23614.609375,22575.990234,22601.039063,22601.039063,7897569100
2011-02-25,22727.039063,23478.699219,22712.960938,23122.419922,23122.419922,8124087200
2011-03-04,23406.769531,23934.070313,23229.070313,23614.890625,23614.890625,8393460700
2011-03-11,23437.500000,23514.730469,22123.259766,22284.429688,22284.429688,9316726600
2011-03-18,22387.980469,23050.869141,22273.699219,22915.279297,22915.279297,8452058400
2011-03-25,23135.380859,23618.060547,22952.429688,23527.519531,23527.519531,10421210800
2011-04-01,23664.480469,24368.759766,23474.339844,24281.800781,24281.800781,7962351100
2011-04-08,24306.439453,24468.640625,23842.289063,24014.000000,24014.000000,7529677300
2011-04-15,24086.550781,24236.539063,23468.199219,24138.310547,24138.310547,6774691600
2011-04-22,24138.310547,24260.769531,23761.130859,23805.630859,23805.630859,3951942700
2011-04-29,23729.769531,23924.480469,23167.929688,23261.609375,23261.609375,6219337000
2011-05-06,23035.939453,23509.009766,22985.539063,23073.759766,23073.759766,4813627700
2011-05-13,23120.000000,23295.029297,22768.029297,23163.380859,23163.380859,5447910900
2011-05-20,23215.619141,23242.630859,22519.660156,22900.789063,22900.789063,5484954300
2011-05-27,22939.949219,23707.949219,22859.980469,23253.839844,23253.839844,7333715900
2011-06-03,23338.759766,23338.759766,22372.939453,22609.830078,22609.830078,7915682400
2011-06-10,22641.619141,22674.800781,21874.890625,21953.109375,21953.109375,7614622900
2011-06-17,21969.679688,22047.849609,21508.769531,21759.140625,21759.140625,8737543800
2011-06-24,21843.759766,22464.050781,21783.730469,22398.099609,22398.099609,7811040300
2011-07-01,22813.250000,22821.750000,22509.179688,22530.179688,22530.179688,13635622700
2011-07-08,22706.240234,22835.029297,21648.390625,21940.199219,21940.199219,8675386000
2011-07-15,21872.560547,22090.550781,21611.160156,21987.289063,21987.289063,6989786900
2011-07-22,22231.599609,22635.380859,22217.400391,22570.740234,22570.740234,8106600400
2011-07-29,22544.509766,22808.330078,21725.669922,21884.740234,21884.740234,8129506800
2011-08-05,20939.400391,21017.720703,18868.109375,19595.140625,19595.140625,16535877800
2011-08-12,19955.820313,20504.380859,19575.000000,20016.269531,20016.269531,8891324500
2011-08-19,19478.820313,19893.369141,19047.640625,19752.480469,19752.480469,10128139400
2011-08-26,19733.710938,20975.300781,19549.529297,20585.330078,20585.330078,16997607600
2011-09-02,20557.919922,20580.810547,19290.400391,19912.820313,19912.820313,9052304000
2011-09-09,19997.890625,20088.800781,18627.650391,19181.500000,19181.500000,7567843500
2011-09-16,19545.500000,19652.529297,17859.310547,17911.949219,17911.949219,10416867400
2011-09-23,17585.789063,18136.019531,16999.539063,18011.060547,18011.060547,12148746000
2011-09-30,17946.240234,17946.240234,16170.349609,17172.279297,17172.279297,12739839600
2011-10-07,17540.720703,18758.740234,17437.839844,18757.810547,18757.810547,11874591000
2011-10-14,18639.429688,18908.169922,17782.000000,17983.099609,17983.099609,7955391500
2011-10-21,18034.199219,19693.189453,17926.289063,19688.699219,19688.699219,9750490100
2011-10-28,20152.220703,20272.380859,19024.070313,19242.500000,19242.500000,11361729600
2011-11-04,19922.769531,20173.140625,18945.580078,18963.890625,18963.890625,9771974500
2011-11-11,19143.580078,19640.679688,18657.740234,18817.470703,18817.470703,12312793000
2011-11-18,18561.039063,18561.039063,17657.689453,17935.099609,17935.099609,7975169300
2011-11-25,17658.779297,19050.560547,17613.199219,19002.259766,19002.259766,10794802200
2011-12-02,18977.199219,19242.800781,18818.679688,19107.810547,19107.810547,8309325700
2011-12-09,18721.160156,18919.419922,17895.150391,18026.839844,18026.839844,6794674100
2011-12-16,18025.599609,18473.189453,17821.519531,18378.230469,18378.230469,7127298000
2011-12-23,18589.679688,18636.750000,18293.810547,18397.919922,18397.919922,3033301900
2011-12-30,18489.039063,18970.599609,18415.849609,18813.410156,18813.410156,4289403200
2012-01-06,18784.859375,19261.289063,18302.839844,19095.380859,19095.380859,8638744400
2012-01-13,19232.210938,19956.539063,18985.750000,19942.949219,19942.949219,10408192700
2012-01-20,20161.720703,20453.470703,19927.880859,20439.140625,20439.140625,4007999400
2012-01-27,20443.460938,20761.699219,20144.949219,20739.449219,20739.449219,9932732200
2012-02-03,20680.710938,21053.060547,20633.130859,21010.009766,21010.009766,9030635000
2012-02-10,20986.250000,21403.279297,20673.960938,21277.279297,21277.279297,8274711900
2012-02-17,21503.589844,21760.339844,21221.390625,21380.990234,21380.990234,7495514000
2012-02-24,21438.970703,21716.759766,21076.519531,21387.960938,21387.960938,7546884900
2012-03-02,21618.150391,21623.240234,20521.960938,20900.730469,20900.730469,10592510900
2012-03-09,20930.929688,21638.320313,20917.679688,21353.529297,21353.529297,7136196100
2012-03-16,21350.250000,21454.009766,20756.029297,20901.560547,20901.560547,7281494400
2012-03-23,20740.560547,21063.380859,20527.259766,20609.390625,20609.390625,7709532500
2012-03-30,20380.060547,20816.089844,20374.029297,20593.000000,20593.000000,5757320000
2012-04-06,20387.429688,20472.960938,20035.679688,20327.320313,20327.320313,4071079800
2012-04-13,20640.500000,20995.009766,20392.570313,20995.009766,20995.009766,11201121800
2012-04-20,20933.269531,21076.429688,20534.130859,20809.710938,20809.710938,5725566700
2012-04-27,20916.080078,21385.300781,20648.769531,21249.529297,21249.529297,11565464100
2012-05-04,21107.189453,21170.640625,20091.679688,20227.279297,20227.279297,8567730900
2012-05-11,20083.269531,20083.269531,19139.730469,19200.929688,19200.929688,9078464300
2012-05-18,18787.000000,19182.660156,18622.310547,18666.400391,18666.400391,7958457200
2012-05-25,18734.380859,19058.470703,18378.140625,18629.519531,18629.519531,10489383400
2012-06-01,18498.910156,18845.570313,18056.400391,18678.289063,18678.289063,8027657200
2012-06-08,18797.939453,19029.550781,18461.179688,18808.400391,18808.400391,8142923300
2012-06-15,18924.089844,19578.820313,18919.169922,19265.070313,19265.070313,7978024800
2012-06-22,18992.900391,19305.740234,18850.470703,19025.269531,19025.269531,6429746700
2012-06-29,18996.570313,19869.109375,18991.099609,19809.130859,19809.130859,6243464600
2012-07-06,19752.830078,19839.119141,18998.300781,19025.109375,19025.109375,8042714800
2012-07-13,19069.359375,19600.320313,19032.589844,19559.050781,19559.050781,6622188800
2012-07-20,19613.779297,19656.109375,18710.589844,18892.789063,18892.789063,5930062400
2012-07-27,19165.029297,19898.919922,19162.529297,19690.199219,19690.199219,7907313800
2012-08-03,19553.789063,20300.029297,19454.330078,20269.470703,20269.470703,6543247100
2012-08-10,20204.710938,20299.720703,19919.560547,19962.949219,19962.949219,6285553400
2012-08-17,20057.310547,20147.390625,19853.419922,20132.240234,20132.240234,5543392900
2012-08-24,19930.449219,19939.539063,19509.310547,19552.910156,19552.910156,5941454900
2012-08-31,19516.949219,19608.550781,19076.789063,19209.300781,19209.300781,6793655900
2012-09-07,19537.929688,20146.769531,19484.240234,20047.630859,20047.630859,10727463600
2012-09-14,20479.380859,20895.609375,20475.740234,20590.919922,20590.919922,8989685000
2012-09-21,20697.269531,20850.490234,20485.080078,20762.289063,20762.289063,6741043300
2012-09-28,20757.970703,21005.679688,20725.519531,20907.949219,20907.949219,3808125200
2012-10-05,21007.599609,21093.099609,20767.359375,20999.050781,20999.050781,7970673100
2012-10-12,21051.089844,21606.320313,21051.089844,21518.710938,21518.710938,9039892000
2012-10-19,21565.750000,21839.640625,21431.240234,21810.230469,21810.230469,6451288500
2012-10-26,21847.699219,21847.699219,21338.650391,21821.869141,21821.869141,7729965100
2012-11-02,22066.289063,22149.699219,21555.750000,21566.910156,21566.910156,7559924700
2012-11-09,21433.599609,21525.490234,21098.410156,21108.929688,21108.929688,6438223000
2012-11-16,21203.820313,21774.400391,21105.210938,21743.199219,21743.199219,6225002300
2012-11-23,21729.720703,22002.859375,21629.580078,21922.890625,21922.890625,6161495000
2012-11-30,21949.400391,22355.890625,21687.880859,22249.810547,22249.810547,8229395800
2012-12-07,22294.730469,22563.140625,22188.070313,22445.580078,22445.580078,8137342900
2012-12-14,22396.720703,22683.720703,22396.720703,22659.779297,22659.779297,9637935400
2012-12-21,22565.089844,22718.830078,22423.160156,22619.779297,22619.779297,3419357800
2012-12-28,22706.330078,23400.740234,22566.890625,23398.599609,23398.599609,6069689000
2013-01-04,23370.359375,23477.890625,23088.400391,23354.310547,23354.310547,7799310100
2013-01-11,23478.810547,23515.859375,23203.240234,23339.759766,23339.759766,7222868000
2013-01-18,23509.490234,23710.869141,23450.769531,23598.900391,23598.900391,7365314200
2013-01-25,23653.539063,23916.160156,23481.369141,23729.529297,23729.529297,10009678300
2013-02-01,23763.339844,23944.740234,23104.269531,23177.000000,23177.000000,10531318900
2013-02-08,23101.089844,23469.259766,23101.089844,23413.250000,23413.250000,3354480700
2013-02-15,23315.410156,23477.490234,22828.169922,22906.669922,22906.669922,7147556300
2013-02-22,22840.320313,23031.689453,22445.339844,23020.269531,23020.269531,8007587100
2013-03-01,22957.089844,23015.679688,22466.080078,22771.439453,22771.439453,9122718700
2013-03-08,22839.269531,23262.019531,22305.539063,22619.179688,22619.179688,8457948400
2013-03-15,22705.919922,22799.669922,21975.900391,22225.880859,22225.880859,10201459500
2013-03-22,22186.240234,22529.369141,22033.179688,22299.630859,22299.630859,8666671900
2013-03-29,22299.630859,22527.119141,22203.929688,22337.490234,22337.490234,2763137800
2013-04-05,22230.929688,22251.619141,21612.050781,22101.269531,22101.269531,7945659600
2013-04-12,22185.359375,22185.359375,21423.250000,21512.519531,21512.519531,7788005600
2013-04-19,21517.939453,22486.449219,21496.289063,22401.240234,22401.240234,8680635700
2013-04-26,22559.970703,22862.689453,22488.650391,22668.300781,22668.300781,6212199000
2013-05-03,22811.839844,23353.679688,22678.669922,23211.480469,23211.480469,7204467400
2013-05-10,23213.589844,23330.599609,22878.640625,23082.679688,23082.679688,7111521100
2013-05-17,23082.679688,23512.419922,22605.689453,22669.679688,22669.679688,9044935400
2013-05-24,22679.359375,22942.150391,22290.720703,22484.310547,22484.310547,6842605600
2013-05-31,22582.550781,22582.550781,21799.250000,21838.429688,21838.429688,8694340200
2013-06-07,21768.240234,21820.429688,20652.750000,20887.039063,20887.039063,8721013600
2013-06-14,21083.410156,21272.750000,20374.140625,20382.869141,20382.869141,10410551200
2013-06-21,19969.980469,20713.339844,19426.359375,20440.080078,20440.080078,15506351800
2013-06-28,20596.630859,21004.560547,20119.560547,20468.669922,20468.669922,8554791900
2013-07-05,20740.699219,21503.710938,20244.070313,21437.490234,21437.490234,8481979300
2013-07-12,21522.150391,21522.150391,21205.599609,21345.220703,21345.220703,6173163500
2013-07-19,21451.599609,21984.259766,21214.240234,21900.960938,21900.960938,7432243600
2013-07-26,21892.339844,22152.060547,21749.689453,22088.789063,22088.789063,5905509900
2013-08-02,22264.769531,22291.410156,21571.150391,21655.880859,21655.880859,5117417400
2013-08-09,21760.050781,22695.990234,21674.970703,22539.250000,22539.250000,7546645800
2013-08-16,22450.830078,22663.750000,21538.189453,21895.400391,21895.400391,8124529500
2013-08-23,22006.410156,22116.000000,21465.720703,21704.779297,21704.779297,7717659500
2013-08-30,21618.339844,22682.939453,21549.960938,22597.970703,22597.970703,11484441400
2013-09-06,22615.980469,23120.460938,22578.330078,22953.720703,22953.720703,9752122100
2013-09-13,22920.759766,23554.339844,22790.779297,23502.509766,23502.509766,7874184200
2013-09-20,23502.509766,23502.509766,23043.890625,23125.029297,23125.029297,5988142800
2013-09-27,23199.089844,23340.179688,22845.439453,23214.400391,23214.400391,5722244200
2013-10-04,23051.550781,23228.689453,22743.470703,22951.300781,22951.300781,6135615100
2013-10-11,23318.460938,23411.210938,23073.880859,23094.880859,23094.880859,4883705100
2013-10-18,23261.650391,23534.669922,22762.189453,22835.820313,22835.820313,7133139500
2013-10-25,22758.369141,23316.119141,22640.179688,23206.369141,23206.369141,7893200900
2013-11-01,23208.800781,23345.929688,22819.650391,22881.029297,22881.029297,5856935200
2013-11-08,22713.000000,23124.300781,22463.400391,22649.150391,22649.150391,6922491600
2013-11-15,22749.599609,23856.900391,22749.599609,23580.289063,23580.289063,12531036200
2013-11-22,23752.279297,24014.810547,23641.199219,23789.089844,23789.089844,7631496900
2013-11-29,23862.380859,24111.550781,23563.210938,23712.570313,23712.570313,6332443300
2013-12-06,23620.310547,23970.000000,23160.900391,23218.119141,23218.119141,7648119600
2013-12-13,23080.189453,23404.449219,22753.300781,22888.750000,22888.750000,7520636500
2013-12-20,22904.179688,23194.630859,22713.699219,23179.550781,23179.550781,4019526200
2013-12-27,23138.910156,23469.330078,23130.859375,23340.050781,23340.050781,3566734500
2014-01-03,23097.980469,23097.980469,22567.769531,22787.330078,22787.330078,9290579900
2014-01-10,22735.929688,23085.140625,22637.550781,22986.410156,22986.410156,6397081300
2014-01-17,22898.480469,23263.419922,22722.580078,22733.900391,22733.900391,8783407400
2014-01-24,22522.439453,22659.720703,21746.230469,22035.419922,22035.419922,9608650700
2014-01-31,21561.699219,21609.589844,21197.779297,21423.130859,21423.130859,6010149800
2014-02-07,21498.089844,22308.250000,21480.089844,22165.529297,22165.529297,8816933300
2014-02-14,22382.720703,22742.720703,22243.769531,22394.080078,22394.080078,6985477100
2014-02-21,22617.630859,22866.230469,22258.890625,22828.179688,22828.179688,8634297000
2014-02-28,22942.960938,22986.699219,22487.230469,22702.970703,22702.970703,8020337800
2014-03-07,22728.529297,22820.410156,21743.339844,21756.080078,21756.080078,7937892800
2014-03-14,21612.070313,21630.699219,21137.609375,21182.160156,21182.160156,7312610600
2014-03-21,21239.089844,22006.640625,21171.910156,21834.449219,21834.449219,10802297300
2014-03-28,21930.400391,22722.240234,21930.400391,22565.080078,22565.080078,8644902000
2014-04-04,22476.250000,23224.539063,22326.410156,23186.960938,23186.960938,10065980700
2014-04-11,23150.800781,23194.150391,22627.509766,22760.240234,22760.240234,7306248600
2014-04-18,22718.689453,22855.259766,22461.099609,22562.800781,22562.800781,3889362500
2014-04-25,22524.560547,22548.519531,22096.949219,22133.970703,22133.970703,6167166100
2014-05-02,22194.660156,22312.710938,21680.330078,21837.119141,21837.119141,5153300900
2014-05-09,21819.939453,22792.630859,21705.119141,22730.859375,22730.859375,7013522400
2014-05-16,22645.519531,23053.279297,22555.589844,22953.759766,22953.759766,6887666700
2014-05-23,23010.449219,23209.259766,22886.460938,23010.140625,23010.140625,6677443000
2014-05-30,23074.789063,23327.509766,22993.710938,23109.660156,23109.660156,6254337700
2014-06-06,23231.320313,23360.250000,22950.669922,23175.019531,23175.019531,7277033500
2014-06-13,23099.869141,23397.769531,23099.869141,23167.730469,23167.730469,6858834800
2014-06-20,23199.179688,23393.810547,22802.099609,23197.830078,23197.830078,7170628800
2014-06-27,23188.480469,23591.470703,22960.080078,23531.439453,23531.439453,5679927900
2014-07-04,23609.320313,23626.140625,23126.679688,23238.990234,23238.990234,5789242300
2014-07-11,23155.689453,23583.349609,23146.990234,23520.869141,23520.869141,5285703800
2014-07-18,23316.460938,24150.000000,23240.609375,24141.500000,24141.500000,7553333900
2014-07-25,24247.199219,24912.220703,24088.990234,24756.849609,24756.849609,10075517700
2014-08-01,24594.230469,24731.519531,24364.580078,24387.560547,24387.560547,6594012300
2014-08-08,24307.099609,24964.419922,24190.929688,24801.359375,24801.359375,6423545400
2014-08-15,24969.720703,25201.210938,24765.029297,24994.099609,24994.099609,6596392300
2014-08-22,25113.730469,25243.160156,24679.099609,24741.000000,24741.000000,6771366300
2014-08-29,24748.189453,25362.980469,24576.230469,25297.919922,25297.919922,9321817400
2014-09-05,25356.560547,25356.560547,24589.900391,24662.640625,24662.640625,6628318100
2014-09-12,24620.189453,24701.429688,24103.529297,24168.720703,24168.720703,7249097500
2014-09-19,24334.650391,24419.849609,23754.330078,23768.130859,23768.130859,8007850200
2014-09-26,23581.560547,23717.080078,22855.039063,22932.980469,22932.980469,5761785300
2014-10-03,22691.589844,23581.349609,22565.599609,23534.529297,23534.529297,8236112700
2014-10-10,23198.800781,23409.960938,22868.019531,22900.939453,22900.939453,7312924400
2014-10-17,22904.109375,23460.769531,22888.759766,23333.179688,23333.179688,6834072000
2014-10-24,23311.880859,23855.669922,23012.800781,23702.039063,23702.039063,7944161200
2014-10-31,23913.689453,24133.449219,23623.140625,23649.310547,23649.310547,7116828200
2014-11-07,23607.650391,24110.240234,23430.199219,24019.939453,24019.939453,10854584100
2014-11-14,24048.359375,24313.060547,23252.630859,23349.640625,23349.640625,7530176400
2014-11-21,23353.720703,24228.109375,23301.480469,24004.279297,24004.279297,10503656200
2014-11-28,23982.289063,24117.160156,23293.810547,23832.560547,23832.560547,15920147700
2014-12-05,23907.779297,24189.589844,23169.669922,23312.539063,23312.539063,17456140300
2014-12-12,23328.990234,23445.960938,22529.750000,22832.210938,22832.210938,10327323500
2014-12-19,23158.269531,23495.619141,23041.369141,23349.339844,23349.339844,7808303300
2014-12-26,23694.529297,23867.460938,23442.550781,23605.039063,23605.039063,4950481300
2015-01-02,23699.199219,23998.900391,23312.500000,23835.529297,23835.529297,11197595500
2015-01-09,24049.699219,24369.000000,23859.490234,24350.910156,24350.910156,8359579300
2015-01-16,24196.849609,24589.619141,23590.050781,24522.630859,24522.630859,9818554600
2015-01-23,24807.359375,24995.080078,24524.179688,24595.849609,24595.849609,8627433100
2015-01-30,24771.369141,25048.259766,24324.369141,24765.490234,24765.490234,8748098800
2015-02-06,24843.199219,24843.199219,24226.289063,24422.150391,24422.150391,6487646500
2015-02-13,24535.660156,24871.789063,24521.130859,24832.080078,24832.080078,4068032700
2015-02-20,24836.050781,24998.640625,24664.679688,24902.060547,24902.060547,5286708000
2015-02-27,24902.609375,25101.960938,24133.710938,24193.039063,24193.039063,8088882200
2015-03-06,24235.759766,24294.359375,23677.060547,23797.960938,23797.960938,8058834300
2015-03-13,23808.970703,24500.230469,23711.269531,24468.890625,24468.890625,7409209300
2015-03-20,24417.529297,24613.689453,24294.949219,24497.080078,24497.080078,7793692700
2015-03-27,24541.439453,25297.800781,24420.470703,25275.640625,25275.640625,10561793800
2015-04-03,25214.330078,27922.669922,25152.570313,26944.390625,26944.390625,9126050000
2015-04-10,27373.679688,28031.960938,26812.750000,27739.710938,27739.710938,19038630100
2015-04-17,27808.240234,28213.630859,26959.769531,27827.699219,27827.699219,14029688800
2015-04-24,27978.390625,28588.519531,27591.570313,28133.000000,28133.000000,12905766300
2015-05-01,28289.140625,28343.740234,27207.279297,27289.970703,27289.970703,8452670300
2015-05-08,27557.519531,27837.279297,27191.029297,27286.550781,27286.550781,8499610800
2015-05-15,27459.580078,27928.599609,27315.099609,27523.720703,27523.720703,7384265900
2015-05-22,27723.669922,28524.599609,27242.109375,27454.310547,27454.310547,9501688600
2015-05-29,27398.279297,27854.740234,27094.500000,27551.890625,27551.890625,11326994400
2015-06-05,27538.060547,27646.720703,26573.960938,26907.849609,26907.849609,10652616500
2015-06-12,27082.599609,27356.509766,26553.039063,26694.660156,26694.660156,8110154900
2015-06-19,26885.730469,27470.500000,26701.720703,27145.750000,27145.750000,9632005300
2015-06-26,27016.089844,27016.089844,25617.779297,26282.320313,26282.320313,10162882900
2015-07-03,26349.839844,26402.849609,22836.820313,24392.789063,24392.789063,18131787100
2015-07-10,24567.919922,25275.759766,24567.919922,25162.779297,25162.779297,10475125500
2015-07-17,25246.640625,25634.320313,25177.599609,25398.849609,25398.849609,5922652500
2015-07-24,25279.949219,25279.949219,24140.619141,24497.980469,24497.980469,8425316100
2015-07-31,24650.929688,24661.189453,24217.779297,24375.279297,24375.279297,6139152700
2015-08-07,24327.560547,24924.070313,23826.960938,24018.800781,24018.800781,7495379500
2015-08-14,24055.019531,24126.300781,22610.529297,22757.470703,22757.470703,8104088800
2015-08-21,22343.250000,22492.789063,20865.259766,21838.539063,21838.539063,15808416700
2015-08-28,22424.400391,22424.400391,20771.769531,20934.939453,20934.939453,10364661600
2015-09-04,21158.929688,22228.589844,20524.880859,21562.500000,21562.500000,11081486300
2015-09-11,21710.130859,22203.359375,21411.169922,21854.630859,21854.630859,9392220600
2015-09-18,21807.250000,22111.669922,21008.609375,21095.980469,21095.980469,8766942600
2015-09-25,21070.390625,21318.330078,20368.119141,20846.300781,20846.300781,6400421100
2015-10-02,21172.939453,22588.689453,21130.109375,22354.910156,22354.910156,10116609400
2015-10-09,22615.939453,22940.250000,22356.560547,22888.169922,22888.169922,9259635300
2015-10-16,23133.589844,23178.140625,22727.589844,22845.369141,22845.369141,5773306300
2015-10-23,23220.380859,23423.640625,22811.320313,22819.939453,22819.939453,7629218800
2015-10-30,22785.859375,23342.070313,22332.710938,23051.039063,23051.039063,8802244100
2015-11-06,22914.199219,22980.970703,22324.410156,22888.919922,22888.919922,8000271300
2015-11-13,22494.089844,22559.060547,21958.279297,22500.220703,22500.220703,8039596700
2015-11-20,22510.449219,22802.710938,22412.029297,22488.939453,22488.939453,6143321900
2015-11-27,22555.419922,22563.470703,21907.349609,22417.009766,22417.009766,9962848200
2015-12-04,22142.109375,22352.250000,21668.119141,21704.609375,21704.609375,7665902300
2015-12-11,21719.169922,22005.189453,21010.259766,21872.060547,21872.060547,7941032900
2015-12-18,21656.560547,22217.449219,21625.820313,22138.130859,22138.130859,5759527500
2015-12-25,22151.730469,22151.730469,21864.119141,21914.400391,21914.400391,3209974700
2016-01-01,21782.619141,21794.839844,20323.970703,20333.339844,20333.339844,7829927100
2016-01-08,20491.880859,20596.419922,19509.080078,19817.410156,19817.410156,9610616400
2016-01-15,19781.460938,19828.929688,18534.300781,18542.150391,18542.150391,10864579500
2016-01-22,19000.789063,19490.269531,18769.609375,19195.830078,19195.830078,9910090800
2016-01-29,19138.419922,19770.960938,18764.820313,19183.089844,19183.089844,9413650900
2016-02-05,19287.359375,19397.880859,18446.560547,18545.800781,18545.800781,3133250500
2016-02-12,18278.800781,19436.390625,18278.800781,19363.080078,19363.080078,9151711900
2016-02-19,19238.429688,19524.970703,18867.699219,18888.750000,18888.750000,6399766300
2016-02-26,19179.949219,20082.009766,19053.779297,19941.759766,19941.759766,8595384400
2016-03-04,20052.099609,20331.689453,19818.419922,19984.419922,19984.419922,7874743500
2016-03-11,19900.669922,20619.339844,19853.630859,20503.810547,20503.810547,7796443900
2016-03-18,20599.189453,20772.460938,20268.529297,20345.609375,20345.609375,7561385300
2016-03-25,20386.320313,20872.550781,20250.150391,20776.699219,20776.699219,5143545200
2016-04-01,20786.179688,20786.179688,20100.000000,20266.050781,20266.050781,8026633300
2016-04-08,20061.599609,21511.080078,20045.470703,21337.810547,21337.810547,8221559000
2016-04-15,21374.650391,21634.740234,21002.769531,21622.250000,21622.250000,7728446200
2016-04-22,21448.150391,21654.070313,21080.880859,21388.029297,21388.029297,6760863900
2016-04-29,21215.199219,21235.390625,20342.750000,20449.820313,20449.820313,6221687200
2016-05-06,20357.449219,20377.939453,19863.619141,19915.460938,19915.460938,6984348700
