Year,Date,Close Price,IV20,IV60,PoR,Lag1,Lag2,Lag3,Lag4,Lag5,Direction
2012,2012/6/4,1278.18,14.18,14.02,0.0001,0.0248,0.0471,0.0815,0.1534,0.3015,1
2012,2012/6/5,1285.5,14.49,14.08,0.0057,0.0056,-0.0191,-0.0663,-0.1478,-0.3012,1
2012,2012/6/6,1315.13,17.14,14.57,0.023,0.0173,0.0117,0.0308,0.0971,0.2449,1
2012,2012/6/7,1314.99,17.05,14.49,-0.0001,-0.0232,-0.0405,-0.0522,-0.083,-0.1801,0
2012,2012/6/8,1325.66,17.33,14.45,0.0081,0.0082,0.0314,0.0719,0.124,0.2071,1
2012,2012/6/11,1308.93,17.79,14.64,-0.0126,-0.0207,-0.029,-0.0603,-0.1322,-0.2562,0
2012,2012/6/12,1324.18,18.01,14.85,0.0117,0.0243,0.045,0.074,0.1343,0.2665,1
2012,2012/6/13,1314.88,18.06,14.4,-0.007,-0.0187,-0.0429,-0.0879,-0.1619,-0.2962,0
2012,2012/6/14,1329.1,18.44,14.6,0.0108,0.0178,0.0365,0.0795,0.1674,0.3293,1
2012,2012/6/15,1342.84,17.84,14.71,0.0103,-0.0005,-0.0183,-0.0548,-0.1343,-0.3017,1
2012,2012/6/18,1344.78,17.53,14.71,0.0014,-0.0089,-0.0084,0.0099,0.0647,0.199,1
2012,2012/6/19,1357.98,17.01,14.84,0.0098,0.0084,0.0173,0.0257,0.0158,-0.0489,1
2012,2012/6/20,1355.69,17.05,14.83,-0.0017,-0.0115,-0.0199,-0.0371,-0.0628,-0.0786,0
2012,2012/6/21,1325.51,19.04,15.51,-0.0223,-0.0206,-0.0091,0.0108,0.0479,0.1108,0
2012,2012/6/25,1313.72,19.88,15.77,-0.0089,0.0134,0.0339,0.043,0.0322,-0.0157,0
2012,2012/6/26,1319.99,19.96,15.79,0.0048,0.0137,0.0003,-0.0336,-0.0767,-0.1089,1
2012,2012/6/27,1331.85,19.72,15.62,0.009,0.0042,-0.0095,-0.0098,0.0239,0.1005,1
2012,2012/6/28,1329.04,19.33,15.62,-0.0021,-0.0111,-0.0153,-0.0059,0.0039,-0.02,0
2012,2012/6/29,1362.16,20.46,16.47,0.0249,0.027,0.0381,0.0534,0.0593,0.0554,1
2012,2012/7/2,1365.51,20.42,16.48,0.0025,-0.0225,-0.0495,-0.0876,-0.141,-0.2003,1
2012,2012/7/3,1374.02,18.04,16.51,0.0062,0.0038,0.0262,0.0757,0.1633,0.3044,1
2012,2012/7/5,1367.58,18.66,16.54,-0.0047,-0.0109,-0.0147,-0.0409,-0.1167,-0.28,0
2012,2012/7/6,1354.68,17.55,16.49,-0.0094,-0.0047,0.0062,0.0209,0.0618,0.1784,0
2012,2012/7/9,1352.46,17.58,16.11,-0.0016,0.0078,0.0125,0.0064,-0.0145,-0.0763,0
2012,2012/7/10,1341.47,17.66,16.11,-0.0081,-0.0065,-0.0143,-0.0268,-0.0332,-0.0187,0
2012,2012/7/11,1341.45,16.99,15.84,0,0.0081,0.0146,0.0289,0.0557,0.0889,0
2012,2012/7/12,1334.76,16.63,15.67,-0.005,-0.005,-0.0131,-0.0277,-0.0566,-0.1123,0
2012,2012/7/13,1356.78,17.36,16.05,0.0165,0.0215,0.0265,0.0395,0.0672,0.1238,1
2012,2012/7/16,1353.64,17.02,15.72,-0.0023,-0.0188,-0.0403,-0.0668,-0.1063,-0.1735,0
2012,2012/7/17,1363.67,16.83,15.79,0.0074,0.0097,0.0285,0.0688,0.1356,0.2419,1
2012,2012/7/18,1372.78,16.98,15.81,0.0067,-0.0007,-0.0105,-0.039,-0.1078,-0.2434,1
2012,2012/7/19,1376.51,16.66,15.82,0.0027,-0.004,-0.0032,0.0072,0.0462,0.154,1
2012,2012/7/20,1362.66,17.06,15.86,-0.0101,-0.0128,-0.0088,-0.0056,-0.0128,-0.059,0
2012,2012/7/23,1350.52,15.29,15.94,-0.0089,0.0012,0.0139,0.0227,0.0283,0.0411,0
2012,2012/7/24,1338.31,14.47,15.76,-0.009,-0.0001,-0.0013,-0.0152,-0.038,-0.0663,0
2012,2012/7/25,1337.89,14.4,15.69,-0.0003,0.0087,0.0089,0.0101,0.0254,0.0633,0
2012,2012/7/26,1360.02,15.19,16.07,0.0165,0.0169,0.0081,-0.0007,-0.0109,-0.0362,1
2012,2012/7/27,1385.97,16.38,16.57,0.0191,0.0025,-0.0143,-0.0224,-0.0217,-0.0108,1
2012,2012/7/30,1385.3,14.08,16.49,-0.0005,-0.0196,-0.0221,-0.0078,0.0147,0.0364,0
2012,2012/7/31,1379.32,14.19,16.17,-0.0043,-0.0038,0.0157,0.0378,0.0456,0.031,0
2012,2012/8/1,1375.14,14.07,16.18,-0.003,0.0013,0.0051,-0.0106,-0.0484,-0.0941,0
2012,2012/8/2,1365,13.95,16.23,-0.0074,-0.0043,-0.0056,-0.0107,-0.0001,0.0483,0
2012,2012/8/3,1390.99,15.33,16.63,0.019,0.0264,0.0308,0.0364,0.0471,0.0473,1
2012,2012/8/6,1394.23,14.87,16.63,0.0023,-0.0167,-0.0431,-0.0739,-0.1103,-0.1574,1
2012,2012/8/7,1401.35,14.88,16.64,0.0051,0.0028,0.0195,0.0626,0.1365,0.2468,1
2012,2012/8/8,1402.22,14.46,16.46,0.0006,-0.0045,-0.0073,-0.0268,-0.0894,-0.2259,1
2012,2012/8/9,1402.8,14.45,16.41,0.0004,-0.0002,0.0043,0.0115,0.0383,0.1277,1
2012,2012/8/10,1405.87,14.22,16.37,0.0022,0.0018,0.002,-0.0023,-0.0138,-0.0521,1
2012,2012/8/13,1404.11,13.34,16.03,-0.0013,-0.0034,-0.0052,-0.0072,-0.0049,0.0089,0
2012,2012/8/14,1403.93,13.28,15.93,-0.0001,0.0011,0.0046,0.0098,0.017,0.0219,0
2012,2012/8/15,1405.53,13.12,15.64,0.0011,0.0013,0.0001,-0.0044,-0.0142,-0.0312,1
2012,2012/8/16,1415.51,13.14,15.68,0.0071,0.006,0.0047,0.0045,0.009,0.0232,1
2012,2012/8/17,1418.16,13.14,15.68,0.0019,-0.0052,-0.0112,-0.0159,-0.0204,-0.0294,1
2012,2012/8/20,1418.13,12.48,15.69,0,-0.0019,0.0033,0.0145,0.0304,0.0508,0
2012,2012/8/21,1413.17,12.02,15.7,-0.0035,-0.0035,-0.0016,-0.0049,-0.0194,-0.0498,0
2012,2012/8/22,1413.49,11.34,15.57,0.0002,0.0037,0.0072,0.0088,0.0137,0.0331,1
2012,2012/8/23,1402.08,11.89,15.54,-0.0081,-0.0083,-0.012,-0.0192,-0.028,-0.0417,0
2012,2012/8/24,1411.13,10.86,15.26,0.0065,0.0145,0.0228,0.0348,0.0541,0.0821,1
2012,2012/8/27,1410.44,8.92,15.24,-0.0005,-0.0069,-0.0215,-0.0443,-0.0791,-0.1332,0
2012,2012/8/28,1409.3,8.93,14.26,-0.0008,-0.0003,0.0066,0.0281,0.0724,0.1515,0
2012,2012/8/29,1410.49,8.73,14.26,0.0008,0.0017,0.002,-0.0047,-0.0327,-0.1051,1
2012,2012/8/30,1399.48,9.16,14.36,-0.0078,-0.0087,-0.0103,-0.0123,-0.0076,0.0251,0
2012,2012/8/31,1406.58,8.76,13.67,0.0051,0.0129,0.0215,0.0318,0.0441,0.0517,1
2012,2012/9/4,1404.94,6.22,13.72,-0.0012,-0.0062,-0.0191,-0.0406,-0.0725,-0.1166,0
2012,2012/9/5,1403.44,5.98,13.43,-0.0011,0.0001,0.0063,0.0255,0.0661,0.1386,0
2012,2012/9/6,1432.12,9.31,13.83,0.0204,0.0215,0.0214,0.0151,-0.0104,-0.0765,1
2012,2012/9/7,1437.92,9.37,13.73,0.004,-0.0164,-0.0379,-0.0593,-0.0744,-0.064,1
2012,2012/9/10,1429.08,9.71,13.68,-0.0061,-0.0102,0.0062,0.0441,0.1034,0.1777,0
2012,2012/9/11,1433.56,9.71,13.55,0.0031,0.0093,0.0195,0.0133,-0.0308,-0.1342,1
2012,2012/9/12,1436.56,9.71,13.55,0.0021,-0.001,-0.0103,-0.0298,-0.0431,-0.0123,1
2012,2012/9/13,1459.99,11.07,13.79,0.0163,0.0142,0.0153,0.0256,0.0554,0.0985,1
2012,2012/9/14,1465.77,10.93,13.79,0.004,-0.0124,-0.0266,-0.0418,-0.0674,-0.1228,1
2012,2012/9/17,1461.19,11.07,12.9,-0.0031,-0.0071,0.0053,0.0318,0.0737,0.1411,0
2012,2012/9/18,1459.32,11.1,12.38,-0.0013,0.0018,0.0089,0.0037,-0.0282,-0.1018,0
2012,2012/9/19,1461.05,10.95,12.37,0.0012,0.0025,0.0006,-0.0083,-0.012,0.0162,1
2012,2012/9/20,1460.26,10.96,12.28,-0.0005,-0.0017,-0.0042,-0.0048,0.0035,0.0155,0
2012,2012/9/21,1460.15,10.38,12.26,-0.0001,0.0005,0.0022,0.0064,0.0112,0.0077,0
2012,2012/9/24,1456.89,10.35,11.3,-0.0022,-0.0022,-0.0026,-0.0048,-0.0112,-0.0224,0
2012,2012/9/25,1441.59,11.19,11.55,-0.0105,-0.0083,-0.0061,-0.0035,0.0013,0.0125,0
2012,2012/9/26,1433.32,11.43,11.57,-0.0057,0.0048,0.013,0.0191,0.0226,0.0213,0
2012,2012/9/27,1447.15,11.85,11.62,0.0096,0.0154,0.0106,-0.0024,-0.0216,-0.0442,1
2012,2012/9/28,1440.67,11.56,11.61,-0.0045,-0.0141,-0.0295,-0.0401,-0.0377,-0.0162,0
2012,2012/10/8,1455.88,11.61,11.45,0.0106,0.015,0.0292,0.0587,0.0988,0.1365,1
2012,2012/10/9,1441.48,11.93,11.65,-0.0099,-0.0204,-0.0355,-0.0646,-0.1233,-0.2221,0
2012,2012/10/10,1432.56,12.14,11.59,-0.0062,0.0037,0.0242,0.0596,0.1243,0.2476,0
2012,2012/10/11,1432.84,12.13,11.59,0.0002,0.0064,0.0027,-0.0215,-0.0811,-0.2054,1
2012,2012/10/12,1428.59,9.79,11.56,-0.003,-0.0032,-0.0095,-0.0122,0.0092,0.0904,0
2012,2012/10/15,1440.13,10.13,11.21,0.0081,0.011,0.0142,0.0238,0.036,0.0267,1
2012,2012/10/16,1454.92,10.57,11.35,0.0103,0.0022,-0.0089,-0.0231,-0.0468,-0.0828,1
2012,2012/10/17,1460.91,10.61,11.29,0.0041,-0.0062,-0.0083,0.0005,0.0236,0.0704,1
2012,2012/10/18,1457.34,10.62,11.25,-0.0024,-0.0066,-0.0004,0.0079,0.0074,-0.0161,0
2012,2012/10/19,1433.19,10.43,11.79,-0.0166,-0.0141,-0.0076,-0.0072,-0.0151,-0.0225,0
2012,2012/10/22,1433.82,10.26,11.59,0.0004,0.017,0.0311,0.0387,0.0459,0.061,1
2012,2012/10/23,1413.11,11.18,11.84,-0.0144,-0.0149,-0.0319,-0.063,-0.1017,-0.1476,0
2012,2012/10/24,1408.75,11.17,11.69,-0.0031,0.0114,0.0262,0.0581,0.1212,0.2229,0
2012,2012/10/25,1412.97,11.26,11.7,0.003,0.0061,-0.0053,-0.0315,-0.0897,-0.2108,1
2012,2012/10/26,1411.94,11.26,11.24,-0.0007,-0.0037,-0.0098,-0.0045,0.027,0.1166,0
2012,2012/10/31,1412.16,11.44,10.7,0.0002,0.0009,0.0046,0.0144,0.0189,-0.008,1
2012,2012/11/1,1427.59,12.21,10.91,0.0109,0.0108,0.0099,0.0053,-0.0091,-0.0281,1
2012,2012/11/2,1414.2,11.88,10.98,-0.0094,-0.0203,-0.0311,-0.041,-0.0462,-0.0371,0
2012,2012/11/5,1417.26,11.92,10.27,0.0022,0.0115,0.0318,0.0629,0.1039,0.1501,1
2012,2012/11/6,1428.39,12.37,10.39,0.0079,0.0057,-0.0059,-0.0377,-0.1006,-0.2045,1
2012,2012/11/7,1394.53,14.63,11.48,-0.0237,-0.0316,-0.0372,-0.0314,0.0063,0.1069,0
2012,2012/11/8,1377.51,15.04,11.74,-0.0122,0.0115,0.0431,0.0803,0.1117,0.1054,0
2012,2012/11/9,1379.85,15.08,11.75,0.0017,0.0139,0.0024,-0.0407,-0.121,-0.2327,1
2012,2012/11/12,1380.03,15.1,11.74,0.0001,-0.0016,-0.0155,-0.0179,0.0228,0.1437,1
2012,2012/11/13,1374.53,14.63,11.76,-0.004,-0.0041,-0.0025,0.0129,0.0308,0.008,0
2012,2012/11/14,1355.49,14.35,12.08,-0.0139,-0.0099,-0.0058,-0.0032,-0.0161,-0.0469,0
2012,2012/11/15,1353.33,14.06,12.07,-0.0016,0.0123,0.0221,0.0279,0.0311,0.0472,0
2012,2012/11/16,1359.88,14.42,12.02,0.0048,0.0064,-0.0058,-0.028,-0.0558,-0.0869,1
2012,2012/11/19,1386.89,15.81,12.75,0.0199,0.015,0.0086,0.0144,0.0424,0.0982,1
2012,2012/11/20,1387.81,15.81,12.75,0.0007,-0.0192,-0.0342,-0.0428,-0.0572,-0.0996,1
2012,2012/11/21,1391.03,15.08,12.75,0.0023,0.0017,0.0209,0.0551,0.0979,0.1551,1
2012,2012/11/23,1409.15,16.26,13.06,0.013,0.0107,0.009,-0.0118,-0.0669,-0.1648,1
2012,2012/11/26,1406.29,16.28,12.99,-0.002,-0.0151,-0.0258,-0.0348,-0.023,0.0439,0
2012,2012/11/27,1398.94,15.92,13.03,-0.0052,-0.0032,0.0119,0.0376,0.0724,0.0954,0
2012,2012/11/28,1409.93,15.77,13.14,0.0079,0.0131,0.0163,0.0044,-0.0332,-0.1056,1
2012,2012/11/29,1415.95,15.85,13.17,0.0043,-0.0036,-0.0167,-0.0329,-0.0374,-0.0042,1
2012,2012/11/30,1416.18,15.34,13.07,0.0002,-0.0041,-0.0005,0.0161,0.0491,0.0865,1
2012,2012/12/3,1409.46,15.06,13.06,-0.0047,-0.0049,-0.0008,-0.0003,-0.0164,-0.0655,0
2012,2012/12/4,1407.05,15.05,12.95,-0.0017,0.003,0.0079,0.0087,0.009,0.0254,0
2012,2012/12/5,1409.28,14.76,12.96,0.0016,0.0033,0.0003,-0.0077,-0.0164,-0.0254,1
2012,2012/12/6,1413.94,11.98,12.97,0.0033,0.0017,-0.0016,-0.0018,0.0059,0.0223,1
2012,2012/12/7,1418.07,10.98,12.26,0.0029,-0.0004,-0.0021,-0.0005,0.0013,-0.0046,1
2012,2012/12/10,1418.55,10.98,12.23,0.0003,-0.0026,-0.0022,-0.0001,0.0004,-0.0009,1
2012,2012/12/11,1427.84,11.12,12.25,0.0065,0.0062,0.0088,0.011,0.0111,0.0106,1
2012,2012/12/12,1428.48,10.93,12.23,0.0004,-0.0061,-0.0123,-0.0211,-0.0321,-0.0432,1
2012,2012/12/13,1419.45,9.74,12.29,-0.0063,-0.0068,-0.0007,0.0116,0.0327,0.0648,0
2012,2012/12/14,1413.58,9.92,11.79,-0.0041,0.0022,0.009,0.0096,-0.002,-0.0348,0
2012,2012/12/17,1430.36,10.45,12.04,0.0119,0.016,0.0138,0.0049,-0.0048,-0.0027,1
2012,2012/12/18,1446.79,8.98,12.29,0.0115,-0.0004,-0.0164,-0.0302,-0.0351,-0.0303,1
2012,2012/12/19,1435.81,9.61,12.38,-0.0076,-0.0191,-0.0187,-0.0023,0.0279,0.063,0
2012,2012/12/20,1443.69,9.7,12.44,0.0055,0.0131,0.0322,0.0508,0.0531,0.0252,1
2012,2012/12/21,1430.15,10.22,12.57,-0.0094,-0.0149,-0.0279,-0.0601,-0.1109,-0.1641,0
2012,2012/12/24,1426.66,9.38,12.58,-0.0024,0.0069,0.0218,0.0497,0.1098,0.2208,0
2012,2012/12/26,1419.83,9.54,12.54,-0.0048,-0.0023,-0.0093,-0.0311,-0.0808,-0.1907,0
2012,2012/12/27,1418.1,9.19,12.49,-0.0012,0.0036,0.0059,0.0152,0.0463,0.1271,0
2012,2012/12/28,1402.43,9.89,12.5,-0.011,-0.0098,-0.0134,-0.0193,-0.0345,-0.0808,0
2012,2012/12/31,1426.19,11.63,13.01,0.0169,0.028,0.0378,0.0512,0.0705,0.1051,1
2013,2013/1/4,1466.47,11.57,13.04,0.0282,0.0113,-0.0167,-0.0545,-0.1057,-0.1763,1
2013,2013/1/7,1461.89,11.62,12.89,-0.0031,-0.0314,-0.0427,-0.026,0.0285,0.1343,0
2013,2013/1/8,1457.15,11.7,12.84,-0.0032,-0.0001,0.0312,0.0739,0.0999,0.0714,0
2013,2013/1/9,1461.02,11.68,12.86,0.0027,0.0059,0.006,-0.0252,-0.0991,-0.199,1
2013,2013/1/10,1472.12,11.93,12.94,0.0076,0.0049,-0.001,-0.007,0.0183,0.1174,1
2013,2013/1/11,1472.05,11.93,12.83,0,-0.0076,-0.0126,-0.0116,-0.0047,-0.0229,0
2013,2013/1/14,1470.68,11.74,12.64,-0.0009,-0.0009,0.0068,0.0193,0.031,0.0356,0
2013,2013/1/15,1472.34,11.74,12.61,0.0011,0.0021,0.0029,-0.0038,-0.0232,-0.0541,1
2013,2013/1/16,1472.63,11.48,12.6,0.0002,-0.0009,-0.003,-0.0059,-0.0021,0.0211,1
2013,2013/1/17,1480.94,11.45,12.16,0.0056,0.0054,0.0064,0.0094,0.0153,0.0174,1
2013,2013/1/18,1485.98,10.79,12.18,0.0034,-0.0022,-0.0077,-0.0141,-0.0234,-0.0387,1
2013,2013/1/22,1492.56,9.97,11.87,0.0044,0.001,0.0033,0.011,0.025,0.0484,1
2013,2013/1/23,1494.81,9.81,11.86,0.0015,-0.0029,-0.0039,-0.0072,-0.0182,-0.0432,1
2013,2013/1/24,1494.82,9.04,11.86,0,-0.0015,0.0014,0.0054,0.0126,0.0307,1
2013,2013/1/25,1502.96,9.06,11.8,0.0054,0.0054,0.0069,0.0055,0.0002,-0.0124,1
2013,2013/1/28,1500.18,8.9,11.71,-0.0018,-0.0073,-0.0127,-0.0197,-0.0252,-0.0253,0
2013,2013/1/29,1507.84,8.68,11.74,0.0051,0.007,0.0143,0.027,0.0467,0.0719,1
2013,2013/1/30,1501.96,8.85,11.58,-0.0039,-0.009,-0.016,-0.0302,-0.0572,-0.1039,0
2013,2013/1/31,1498.11,7.66,11.41,-0.0026,0.0013,0.0103,0.0263,0.0565,0.1137,0
2013,2013/2/1,1513.17,6.18,11.57,0.0101,0.0126,0.0113,0.0009,-0.0254,-0.0819,1
2013,2013/2/4,1495.71,7.68,11.75,-0.0115,-0.0216,-0.0342,-0.0455,-0.0464,-0.0211,0
2013,2013/2/5,1511.29,8.19,10.75,0.0104,0.022,0.0435,0.0778,0.1232,0.1697,1
2013,2013/2/6,1512.12,8,10.38,0.0005,-0.0099,-0.0318,-0.0754,-0.1531,-0.2764,1
2013,2013/2/7,1509.39,8.09,10.39,-0.0018,-0.0024,0.0075,0.0393,0.1147,0.2678,0
2013,2013/2/8,1517.93,7.93,10.43,0.0057,0.0075,0.0098,0.0023,-0.037,-0.1517,1
2013,2013/2/18,1519.79,8.13,10.47,0.0012,-0.0044,-0.0119,-0.0217,-0.024,0.013,1
2013,2013/2/19,1530.94,8.32,10.02,0.0073,0.0061,0.0105,0.0224,0.0442,0.0682,1
2013,2013/2/20,1511.95,9.85,10.43,-0.0124,-0.0197,-0.0259,-0.0364,-0.0588,-0.103,0
2013,2013/2/21,1502.42,10.23,10.53,-0.0063,0.0061,0.0258,0.0517,0.0881,0.1469,0
2013,2013/2/22,1515.6,10.49,9.91,0.0088,0.0151,0.009,-0.0169,-0.0686,-0.1566,1
2013,2013/2/25,1487.85,12.62,10.73,-0.0183,-0.0271,-0.0422,-0.0511,-0.0343,0.0343,0
2013,2013/2/26,1496.94,12.47,10.78,0.0061,0.0244,0.0515,0.0937,0.1448,0.1791,1
2013,2013/2/27,1515.99,13.15,10.96,0.0127,0.0066,-0.0178,-0.0693,-0.163,-0.3078,1
2013,2013/2/28,1514.68,13.16,10.68,-0.0009,-0.0136,-0.0202,-0.0024,0.0669,0.2299,0
2013,2013/3/1,1518.2,13.17,10.67,0.0023,0.0032,0.0168,0.037,0.0394,-0.0275,1
2013,2013/3/4,1525.2,13.13,10.61,0.0046,0.0023,-0.0009,-0.0177,-0.0547,-0.0941,1
2013,2013/3/5,1539.79,13.46,10.67,0.0096,0.005,0.0027,0.0036,0.0212,0.0759,1
2013,2013/3/6,1541.46,13.38,10.65,0.0011,-0.0085,-0.0134,-0.0161,-0.0197,-0.0409,1
2013,2013/3/7,1544.26,13.25,10.64,0.0018,0.0007,0.0092,0.0226,0.0388,0.0584,1
2013,2013/3/8,1551.18,13.22,10.6,0.0045,0.0027,0.0019,-0.0073,-0.0299,-0.0687,1
2013,2013/3/11,1556.22,12.87,10.58,0.0032,-0.0012,-0.0039,-0.0058,0.0015,0.0314,1
2013,2013/3/12,1552.48,12.03,10.61,-0.0024,-0.0057,-0.0044,-0.0005,0.0053,0.0039,0
2013,2013/3/13,1554.52,11.6,10.6,0.0013,0.0037,0.0094,0.0138,0.0143,0.009,1
2013,2013/3/14,1563.23,11.7,10.64,0.0056,0.0043,0.0006,-0.0088,-0.0226,-0.0369,1
2013,2013/3/15,1560.7,11.69,10.65,-0.0016,-0.0072,-0.0115,-0.0121,-0.0033,0.0193,0
2013,2013/3/18,1552.1,11.85,10.68,-0.0055,-0.0039,0.0033,0.0148,0.0269,0.0302,0
2013,2013/3/19,1548.34,11.61,10.71,-0.0024,0.0031,0.007,0.0037,-0.0112,-0.0381,0
2013,2013/3/20,1558.71,11.57,10.66,0.0067,0.0091,0.006,-0.0009,-0.0046,0.0066,1
2013,2013/3/21,1545.8,11.04,10.78,-0.0083,-0.015,-0.0241,-0.0301,-0.0292,-0.0246,0
2013,2013/3/22,1556.89,10.9,10.62,0.0072,0.0155,0.0304,0.0545,0.0847,0.1139,1
2013,2013/3/25,1551.69,10.72,10.43,-0.0033,-0.0105,-0.026,-0.0564,-0.1109,-0.1956,0
2013,2013/3/26,1563.77,8.26,10.38,0.0078,0.0111,0.0216,0.0476,0.104,0.215,1
2013,2013/3/27,1562.85,8.21,10.34,-0.0006,-0.0084,-0.0195,-0.0411,-0.0887,-0.1928,0
2013,2013/3/28,1569.19,7.31,10.12,0.0041,0.0046,0.013,0.0325,0.0737,0.1624,1
2013,2013/4/1,1562.17,7.75,10.16,-0.0045,-0.0085,-0.0132,-0.0262,-0.0587,-0.1324,0
2013,2013/4/2,1570.25,7.79,10.12,0.0052,0.0096,0.0182,0.0314,0.0575,0.1163,1
2013,2013/4/3,1553.69,8.28,10.41,-0.0105,-0.0157,-0.0254,-0.0435,-0.0749,-0.1324,0
2013,2013/4/8,1563.07,8.53,10.13,0.006,0.0166,0.0323,0.0577,0.1012,0.1761,1
2013,2013/4/9,1568.61,8.58,9.61,0.0035,-0.0025,-0.0191,-0.0514,-0.109,-0.2103,1
2013,2013/4/10,1587.73,9.4,9.84,0.0122,0.0086,0.0111,0.0302,0.0816,0.1906,1
2013,2013/4/11,1593.37,9.41,9.81,0.0036,-0.0086,-0.0173,-0.0284,-0.0586,-0.1402,1
2013,2013/4/12,1588.85,9.43,9.8,-0.0028,-0.0064,0.0022,0.0195,0.0479,0.1066,0
2013,2013/4/15,1552.36,12.78,11.06,-0.023,-0.0201,-0.0137,-0.016,-0.0355,-0.0835,0
2013,2013/4/16,1574.57,13.62,11.31,0.0143,0.0373,0.0574,0.0711,0.0871,0.1227,1
2013,2013/4/17,1552.01,14.58,11.76,-0.0143,-0.0286,-0.0659,-0.1233,-0.1945,-0.2816,0
2013,2013/4/18,1541.61,14.65,11.86,-0.0067,0.0076,0.0363,0.1022,0.2255,0.4199,0
2013,2013/4/19,1555.25,14.97,11.98,0.0088,0.0155,0.0079,-0.0283,-0.1305,-0.356,1
2013,2013/4/22,1562.5,14.87,12,0.0047,-0.0042,-0.0197,-0.0277,0.0007,0.1312,1
2013,2013/4/23,1578.78,14.94,12.12,0.0104,0.0058,0.0099,0.0297,0.0573,0.0567,1
2013,2013/4/24,1578.79,14.77,12.12,0,-0.0104,-0.0162,-0.0261,-0.0558,-0.1131,1
2013,2013/4/25,1585.16,14.73,12.03,0.004,0.004,0.0144,0.0306,0.0567,0.1125,1
2013,2013/4/26,1582.24,14.55,12.02,-0.0018,-0.0059,-0.0099,-0.0243,-0.055,-0.1117,0
2013,2013/5/2,1597.59,14.87,12.14,0.0097,0.0115,0.0174,0.0273,0.0517,0.1066,1
2013,2013/5/3,1614.42,15.21,12.29,0.0105,0.0008,-0.0107,-0.0281,-0.0555,-0.1071,1
2013,2013/5/6,1617.5,14.82,12.26,0.0019,-0.0086,-0.0095,0.0013,0.0294,0.0848,1
2013,2013/5/7,1625.96,14.71,12.27,0.0052,0.0033,0.0119,0.0214,0.0202,-0.0092,1
2013,2013/5/8,1632.69,14.69,12.26,0.0041,-0.0011,-0.0044,-0.0164,-0.0378,-0.0579,1
2013,2013/5/9,1626.67,14.14,12.26,-0.0037,-0.0078,-0.0067,-0.0023,0.014,0.0518,0
2013,2013/5/10,1633.7,14.09,12.25,0.0043,0.008,0.0158,0.0226,0.0249,0.0108,1
2013,2013/5/13,1633.77,14.09,12.12,0,-0.0043,-0.0123,-0.0281,-0.0507,-0.0756,1
2013,2013/5/14,1650.34,13.93,11.94,0.0101,0.0101,0.0144,0.0267,0.0548,0.1055,1
2013,2013/5/15,1658.78,13.96,11.83,0.0051,-0.005,-0.0151,-0.0295,-0.0562,-0.111,1
2013,2013/5/16,1650.47,14.07,11.9,-0.005,-0.0101,-0.0051,0.01,0.0395,0.0957,0
2013,2013/5/17,1667.47,11.04,12.02,0.0103,0.0153,0.0254,0.0305,0.0205,-0.019,1
2013,2013/5/20,1666.29,10.4,12,-0.0007,-0.011,-0.0263,-0.0518,-0.0823,-0.1028,0
2013,2013/5/21,1669.16,8.37,11.9,0.0017,0.0024,0.0134,0.0398,0.0915,0.1738,1
2013,2013/5/22,1655.35,8.63,12,-0.0083,-0.01,-0.0124,-0.0259,-0.0656,-0.1571,0
2013,2013/5/23,1650.51,8.65,11.69,-0.0029,0.0053,0.0153,0.0278,0.0536,0.1193,0
2013,2013/5/24,1649.6,8.7,11.59,-0.0006,0.0024,-0.003,-0.0183,-0.0461,-0.0997,0
2013,2013/5/28,1660.06,8.52,10.86,0.0063,0.0069,0.0045,0.0075,0.0258,0.0719,1
2013,2013/5/29,1648.36,9.14,10.97,-0.007,-0.0134,-0.0203,-0.0248,-0.0323,-0.0581,0
2013,2013/5/30,1654.41,9.05,10.74,0.0037,0.0107,0.0241,0.0444,0.0692,0.1015,1
2013,2013/5/31,1630.74,10.38,11.22,-0.0143,-0.018,-0.0287,-0.0528,-0.0972,-0.1664,0
2013,2013/6/3,1640.42,9.95,11.26,0.0059,0.0202,0.0382,0.0669,0.1197,0.2169,1
2013,2013/6/4,1631.38,10.19,11.32,-0.0055,-0.0114,-0.0317,-0.0699,-0.1368,-0.2565,0
2013,2013/6/5,1608.9,11.19,11.6,-0.0138,-0.0083,0.0032,0.0349,0.1048,0.2416,0
2013,2013/6/6,1622.56,11.53,11.7,0.0085,0.0223,0.0305,0.0274,-0.0075,-0.1123,1
2013,2013/6/7,1643.38,12.33,11.96,0.0128,0.0043,-0.0179,-0.0485,-0.0758,-0.0683,1
2013,2013/6/13,1636.36,13.26,12.26,-0.0043,-0.0171,-0.0214,-0.0035,0.045,0.1208,0
2013,2013/6/14,1626.73,13.49,12.34,-0.0059,-0.0016,0.0155,0.0369,0.0405,-0.0045,0
2013,2013/6/17,1639.04,13.28,12.39,0.0076,0.0135,0.0151,-0.0004,-0.0374,-0.0778,1
2013,2013/6/18,1651.81,13.43,12.46,0.0078,0.0002,-0.0132,-0.0283,-0.0279,0.0095,1
2013,2013/6/19,1628.93,14.28,12.82,-0.0139,-0.0216,-0.0219,-0.0086,0.0197,0.0475,0
2013,2013/6/20,1588.19,16.4,13.91,-0.025,-0.0112,0.0105,0.0324,0.041,0.0213,0
